"anio","provincia","poblacion"
"1956","Salta","384607.75466"
"1957","Salta","394748.96892"
"1958","Salta","404889.27777"
"1959","Salta","415055.93865"
"1960","Salta","425277.22183"
"1961","Salta","434837.87670"
"1962","Salta","444419.76722"
"1963","Salta","454036.70694"
"1964","Salta","463702.96832"
"1965","Salta","473433.06114"
"1966","Salta","483089.66465"
"1967","Salta","492656.97961"
"1968","Salta","502335.62935"
"1969","Salta","512330.52908"
"1970","Salta","522850.79570"
"1971","Salta","536035.73962"
"1972","Salta","549890.68144"
"1973","Salta","564186.30600"
"1974","Salta","578684.98747"
"1975","Salta","593140.86278"
"1976","Salta","607470.93884"
"1977","Salta","621834.49006"
"1978","Salta","636345.58470"
"1979","Salta","651122.14568"
"1980","Salta","666285.84808"
"1981","Salta","683653.58299"
"1982","Salta","701484.59237"
"1983","Salta","719725.41583"
"1984","Salta","738320.18335"
"1985","Salta","757210.42912"
"1986","Salta","776455.11042"
"1987","Salta","796100.06500"
"1988","Salta","816063.16052"
"1989","Salta","836258.18355"
"1990","Salta","857267.00000"
"1991","Salta","878823.00000"
"1992","Salta","900362.00000"
"1993","Salta","921796.00000"
"1994","Salta","943036.00000"
"1995","Salta","963991.00000"
"1996","Salta","984653.00000"
"1997","Salta","1005073.00000"
"1998","Salta","1025245.00000"
"1999","Salta","1045160.00000"
"2000","Salta","1064811.00000"
"2001","Salta","1084033.00000"
"2002","Salta","1100345.18766"
"2003","Salta","1116880.90876"
"2004","Salta","1133642.76897"
"2005","Salta","1150633.39198"
"2006","Salta","1167855.41923"
"2007","Salta","1185311.50954"
"2008","Salta","1203004.33874"
"2009","Salta","1220936.59933"
"2010","Salta","1239111.00000"
"2011","Salta","1258111.00000"
"2012","Salta","1277062.00000"
"2013","Salta","1295944.00000"
"2014","Salta","1314726.00000"
"2015","Salta","1333365.00000"
"2016","Salta","1351878.00000"
"2017","Salta","1370283.00000"
"2018","Salta","1388532.00000"
"1869","San Juan","60319.00000"
"1870","San Juan","61446.15852"
"1871","San Juan","62567.22278"
"1872","San Juan","63681.83137"
"1873","San Juan","64789.60924"
"1874","San Juan","65890.16723"
"1875","San Juan","66983.10182"
"1876","San Juan","68067.99492"
"1877","San Juan","69144.41397"
"1878","San Juan","70211.91205"
"1879","San Juan","71270.02817"
"1880","San Juan","72318.28762"
"1881","San Juan","73356.20246"
"1882","San Juan","74383.27202"
"1883","San Juan","75398.98349"
"1884","San Juan","76402.81257"
"1885","San Juan","77394.22413"
"1886","San Juan","78372.67291"
"1887","San Juan","79337.60423"
"1888","San Juan","80288.45473"
"1889","San Juan","81224.65306"
"1890","San Juan","82145.62062"
"1891","San Juan","83050.77227"
"1892","San Juan","83939.51696"
"1893","San Juan","84811.25843"
"1894","San Juan","85665.39583"
"1895","San Juan","86170.43815"
"1896","San Juan","87398.67301"
"1897","San Juan","88529.97993"
"1898","San Juan","89660.03974"
"1899","San Juan","90788.47117"
"1900","San Juan","91914.88779"
"1901","San Juan","92895.66504"
"1902","San Juan","93870.40913"
"1903","San Juan","94838.73901"
"1904","San Juan","95800.26974"
"1905","San Juan","96754.61226"
"1906","San Juan","99416.86032"
"1907","San Juan","102134.50594"
"1908","San Juan","104908.10323"
"1909","San Juan","107738.18503"
"1910","San Juan","110625.26075"
"1911","San Juan","112872.23581"
"1912","San Juan","115144.65748"
"1913","San Juan","117442.19346"
"1914","San Juan","119764.47855"
"1915","San Juan","124958.96589"
"1916","San Juan","127530.46484"
"1917","San Juan","130150.36164"
"1918","San Juan","132819.34434"
"1919","San Juan","135538.09729"
"1920","San Juan","138307.30014"
"1921","San Juan","142955.40689"
"1922","San Juan","147753.85277"
"1923","San Juan","152707.12466"
"1924","San Juan","157819.81674"
"1925","San Juan","163096.63105"
"1926","San Juan","168048.38157"
"1927","San Juan","173142.53706"
"1928","San Juan","178382.69606"
"1929","San Juan","183772.51353"
"1930","San Juan","189315.69904"
"1931","San Juan","193352.04039"
"1932","San Juan","197463.92616"
"1933","San Juan","201652.18497"
"1934","San Juan","205917.61597"
"1935","San Juan","210260.98561"
"1936","San Juan","214055.12044"
"1937","San Juan","217904.15872"
"1938","San Juan","221808.15772"
"1939","San Juan","225767.12398"
"1940","San Juan","229781.00986"
"1941","San Juan","233825.11680"
"1942","San Juan","237923.00655"
"1943","San Juan","242074.42997"
"1944","San Juan","246279.06866"
"1945","San Juan","250536.53089"
"1946","San Juan","256762.19922"
"1947","San Juan","263119.89793"
"1948","San Juan","271002.92297"
"1949","San Juan","279063.46595"
"1950","San Juan","287303.23381"
"1951","San Juan","295197.14637"
"1952","San Juan","302985.45968"
"1953","San Juan","310689.57961"
"1954","San Juan","318331.58527"
"1955","San Juan","325934.18777"
"1956","San Juan","333473.51654"
"1957","San Juan","340925.38085"
"1958","San Juan","348312.95140"
"1959","San Juan","355659.97746"
"1960","San Juan","362990.70463"
"1961","San Juan","366567.03062"
"1962","San Juan","370017.32239"
"1963","San Juan","373355.28821"
"1964","San Juan","376594.41177"
"1965","San Juan","379747.76926"
"1966","San Juan","382707.56614"
"1967","San Juan","385466.46007"
"1968","San Juan","388184.85874"
"1969","San Juan","391018.67349"
"1970","San Juan","394119.28760"
"1971","San Juan","401247.36139"
"1972","San Juan","408755.23679"
"1973","San Juan","416464.54767"
"1974","San Juan","424195.67790"
"1975","San Juan","431767.94323"
"1976","San Juan","439123.40310"
"1977","San Juan","446379.67390"
"1978","San Juan","453618.92605"
"1979","San Juan","460923.79023"
"1980","San Juan","468377.22984"
"1981","San Juan","474458.03874"
"1982","San Juan","480625.02728"
"1983","San Juan","486834.79991"
"1984","San Juan","493044.41846"
"1985","San Juan","499211.31807"
"1986","San Juan","505371.46806"
"1987","San Juan","511550.55020"
"1988","San Juan","517691.69746"
"1989","San Juan","523738.30465"
"1990","San Juan","529324.00000"
"1991","San Juan","538863.00000"
"1992","San Juan","548384.00000"
"1993","San Juan","557833.00000"
"1994","San Juan","567160.00000"
"1995","San Juan","576313.00000"
"1996","San Juan","585292.00000"
"1997","San Juan","594129.00000"
"1998","San Juan","602821.00000"
"1999","San Juan","611366.00000"
"2000","San Juan","619762.00000"
"2001","San Juan","627913.00000"
"2002","San Juan","635194.85653"
"2003","San Juan","642548.54529"
"2004","San Juan","649974.55049"
"2005","San Juan","657473.35385"
"2006","San Juan","665045.43438"
"2007","San Juan","672691.26814"
"2008","San Juan","680411.32799"
"2009","San Juan","688206.08337"
"2010","San Juan","696076.00000"
"2011","San Juan","704652.00000"
"2012","San Juan","713240.00000"
"2013","San Juan","721830.00000"
"2014","San Juan","730408.00000"
"2015","San Juan","738959.00000"
"2016","San Juan","747488.00000"
"2017","San Juan","755994.00000"
"2018","San Juan","764464.00000"
"1869","San Luis","53294.00000"
"1870","San Luis","54478.16288"
"1871","San Luis","55664.47627"
"1872","San Luis","56852.59937"
"1873","San Luis","58042.17448"
"1874","San Luis","59232.82635"
"1875","San Luis","60424.16159"
"1876","San Luis","61615.76834"
"1877","San Luis","62807.21598"
"1878","San Luis","63998.05502"
"1879","San Luis","65187.81705"
"1880","San Luis","66376.01482"
"1881","San Luis","67562.14241"
"1882","San Luis","68745.67538"
"1883","San Luis","69926.07113"
"1884","San Luis","71102.76921"
"1885","San Luis","72275.19169"
"1886","San Luis","73442.74359"
"1887","San Luis","74604.81329"
"1888","San Luis","75760.77307"
"1889","San Luis","76909.97949"
"1890","San Luis","78051.77393"
"1891","San Luis","79185.48304"
"1892","San Luis","80310.41925"
"1893","San Luis","81425.88116"
"1894","San Luis","82531.15404"
"1895","San Luis","83305.62471"
"1896","San Luis","84530.62409"
"1897","San Luis","85662.90831"
"1898","San Luis","86794.97622"
"1899","San Luis","87926.45764"
"1900","San Luis","89056.97670"
"1901","San Luis","90047.31068"
"1902","San Luis","91032.65764"
"1903","San Luis","92012.64061"
"1904","San Luis","92986.87824"
"1905","San Luis","93954.98448"
"1906","San Luis","96583.15861"
"1907","San Luis","99267.49565"
"1908","San Luis","102008.60780"
"1909","San Luis","104807.08762"
"1910","San Luis","107663.50585"
"1911","San Luis","109899.20492"
"1912","San Luis","112161.65976"
"1913","San Luis","114450.58094"
"1914","San Luis","116765.64639"
"1915","San Luis","120250.00299"
"1916","San Luis","121132.93202"
"1917","San Luis","122018.10599"
"1918","San Luis","122905.36636"
"1919","San Luis","123794.54610"
"1920","San Luis","124685.46929"
"1921","San Luis","127204.34324"
"1922","San Luis","129768.94732"
"1923","San Luis","132379.84881"
"1924","San Luis","135037.60572"
"1925","San Luis","137742.76547"
"1926","San Luis","140084.07138"
"1927","San Luis","142458.64580"
"1928","San Luis","144866.63478"
"1929","San Luis","147308.16412"
"1930","San Luis","149783.33787"
"1931","San Luis","150992.80320"
"1932","San Luis","152203.93120"
"1933","San Luis","153416.35052"
"1934","San Luis","154629.67047"
"1935","San Luis","155843.48025"
"1936","San Luis","156597.98764"
"1937","San Luis","157346.35548"
"1938","San Luis","158088.14276"
"1939","San Luis","158822.89085"
"1940","San Luis","159550.12300"
"1941","San Luis","160252.48876"
"1942","San Luis","160946.18087"
"1943","San Luis","161630.66797"
"1944","San Luis","162305.39872"
"1945","San Luis","162969.80142"
"1946","San Luis","164853.35006"
"1947","San Luis","166744.29953"
"1948","San Luis","168498.44585"
"1949","San Luis","170235.26417"
"1950","San Luis","171953.76139"
"1951","San Luis","173343.65180"
"1952","San Luis","174558.97959"
"1953","San Luis","175619.08722"
"1954","San Luis","176542.54414"
"1955","San Luis","177347.13883"
"1956","San Luis","178024.69058"
"1957","San Luis","178567.67557"
"1958","San Luis","178993.70394"
"1959","San Luis","179319.59494"
"1960","San Luis","179561.35631"
"1961","San Luis","180687.43224"
"1962","San Luis","181741.35933"
"1963","San Luis","182730.56386"
"1964","San Luis","183662.26246"
"1965","San Luis","184543.37603"
"1966","San Luis","185322.20103"
"1967","San Luis","185996.24139"
"1968","San Luis","186643.70011"
"1969","San Luis","187339.52438"
"1970","San Luis","188155.43843"
"1971","San Luis","190854.20433"
"1972","San Luis","193710.57359"
"1973","San Luis","196638.47164"
"1974","San Luis","199552.48827"
"1975","San Luis","202367.96224"
"1976","San Luis","205058.79576"
"1977","San Luis","207680.96119"
"1978","San Luis","210273.18647"
"1979","San Luis","212873.84759"
"1980","San Luis","215520.91119"
"1981","San Luis","221585.35703"
"1982","San Luis","227823.87673"
"1983","San Luis","234220.05483"
"1984","San Luis","240756.55350"
"1985","San Luis","247415.04302"
"1986","San Luis","254215.48734"
"1987","San Luis","261173.70478"
"1988","San Luis","268263.57076"
"1989","San Luis","275457.40171"
"1990","San Luis","283093.00000"
"1991","San Luis","291565.00000"
"1992","San Luis","300034.00000"
"1993","San Luis","308471.00000"
"1994","San Luis","316844.00000"
"1995","San Luis","325123.00000"
"1996","San Luis","333303.00000"
"1997","San Luis","341400.00000"
"1998","San Luis","349412.00000"
"1999","San Luis","357336.00000"
"2000","San Luis","365168.00000"
"2001","San Luis","372849.00000"
"2002","San Luis","380179.89815"
"2003","San Luis","387647.32475"
"2004","San Luis","395253.63073"
"2005","San Luis","403001.20176"
"2006","San Luis","410892.45853"
"2007","San Luis","418929.85708"
"2008","San Luis","427115.88909"
"2009","San Luis","435453.08214"
"2010","San Luis","443944.00000"
"2011","San Luis","450434.00000"
"2012","San Luis","456924.00000"
"2013","San Luis","463411.00000"
"2014","San Luis","469889.00000"
"2015","San Luis","476351.00000"
"2016","San Luis","482796.00000"
"2017","San Luis","489225.00000"
"2018","San Luis","495629.00000"
"1895","Santa Cruz","1082.10376"
"1896","Santa Cruz","1212.54404"
"1897","Santa Cruz","1356.95401"
"1898","Santa Cruz","1518.29362"
"1899","Santa Cruz","1698.51592"
"1900","Santa Cruz","1899.79552"
"1901","Santa Cruz","2121.28258"
"1902","Santa Cruz","2368.17541"
"1903","Santa Cruz","2643.33987"
"1904","Santa Cruz","2949.95945"
"1905","Santa Cruz","3291.56981"
"1906","Santa Cruz","3736.57339"
"1907","Santa Cruz","4240.99777"
"1908","Santa Cruz","4812.67645"
"1909","Santa Cruz","5460.46170"
"1910","Santa Cruz","6194.35507"
"1911","Santa Cruz","6982.50083"
"1912","Santa Cruz","7869.54711"
"1913","Santa Cruz","8867.72425"
"1914","Santa Cruz","9990.75095"
"1915","Santa Cruz","10640.09501"
"1916","Santa Cruz","11084.08900"
"1917","Santa Cruz","11546.20913"
"1918","Santa Cruz","12027.16725"
"1919","Santa Cruz","12527.70105"
"1920","Santa Cruz","13048.57477"
"1921","Santa Cruz","13766.59510"
"1922","Santa Cruz","14523.54871"
"1923","Santa Cruz","15321.49732"
"1924","Santa Cruz","16162.60737"
"1925","Santa Cruz","17049.15490"
"1926","Santa Cruz","17930.82116"
"1927","Santa Cruz","18857.21705"
"1928","Santa Cruz","19830.53928"
"1929","Santa Cruz","20853.08603"
"1930","Santa Cruz","21927.26106"
"1931","Santa Cruz","22858.85620"
"1932","Santa Cruz","23828.76214"
"1933","Santa Cruz","24838.45765"
"1934","Santa Cruz","25889.47076"
"1935","Santa Cruz","26983.37973"
"1936","Santa Cruz","28039.56351"
"1937","Santa Cruz","29135.27521"
"1938","Santa Cruz","30271.85949"
"1939","Santa Cruz","31450.69616"
"1940","Santa Cruz","32673.20025"
"1941","Santa Cruz","33937.25244"
"1942","Santa Cruz","35247.63127"
"1943","Santa Cruz","36605.84138"
"1944","Santa Cruz","38013.42109"
"1945","Santa Cruz","39471.94180"
"1946","Santa Cruz","41291.10424"
"1947","Santa Cruz","43190.38554"
"1948","Santa Cruz","44180.23130"
"1949","Santa Cruz","45183.26551"
"1950","Santa Cruz","46199.33956"
"1951","Santa Cruz","47144.17380"
"1952","Santa Cruz","48057.17999"
"1953","Santa Cruz","48942.23572"
"1954","Santa Cruz","49803.22546"
"1955","Santa Cruz","50644.03222"
"1956","Santa Cruz","51461.24991"
"1957","Santa Cruz","52251.52098"
"1958","Santa Cruz","53018.79427"
"1959","Santa Cruz","53767.00454"
"1960","Santa Cruz","54500.05874"
"1961","Santa Cruz","57174.58964"
"1962","Santa Cruz","59954.23956"
"1963","Santa Cruz","62844.65379"
"1964","Santa Cruz","65851.86671"
"1965","Santa Cruz","68982.29496"
"1966","Santa Cruz","72220.02656"
"1967","Santa Cruz","75565.81647"
"1968","Santa Cruz","79054.31200"
"1969","Santa Cruz","82724.21565"
"1970","Santa Cruz","86618.57551"
"1971","Santa Cruz","89208.93302"
"1972","Santa Cruz","91933.18209"
"1973","Santa Cruz","94754.49199"
"1974","Santa Cruz","97633.94033"
"1975","Santa Cruz","100530.48552"
"1976","Santa Cruz","103430.05987"
"1977","Santa Cruz","106359.77516"
"1978","Santa Cruz","109339.47228"
"1979","Santa Cruz","112390.01762"
"1980","Santa Cruz","115533.30467"
"1981","Santa Cruz","119217.77780"
"1982","Santa Cruz","123021.60416"
"1983","Santa Cruz","126937.05252"
"1984","Santa Cruz","130955.76819"
"1985","Santa Cruz","135068.72482"
"1986","Santa Cruz","139287.73836"
"1987","Santa Cruz","143622.51073"
"1988","Santa Cruz","148059.72872"
"1989","Santa Cruz","152585.01274"
"1990","Santa Cruz","157410.00000"
"1991","Santa Cruz","161284.00000"
"1992","Santa Cruz","165155.00000"
"1993","Santa Cruz","169008.00000"
"1994","Santa Cruz","172824.00000"
"1995","Santa Cruz","176587.00000"
"1996","Santa Cruz","180296.00000"
"1997","Santa Cruz","183960.00000"
"1998","Santa Cruz","187578.00000"
"1999","Santa Cruz","191150.00000"
"2000","Santa Cruz","194674.00000"
"2001","Santa Cruz","198121.00000"
"2002","Santa Cruz","205525.96790"
"2003","Santa Cruz","213203.51806"
"2004","Santa Cruz","221163.50647"
"2005","Santa Cruz","229416.13746"
"2006","Santa Cruz","237971.97560"
"2007","Santa Cruz","246841.95800"
"2008","Santa Cruz","256037.40705"
"2009","Santa Cruz","265570.04350"
"2010","Santa Cruz","275452.00000"
"2011","Santa Cruz","284414.00000"
"2012","Santa Cruz","293407.00000"
"2013","Santa Cruz","302420.00000"
"2014","Santa Cruz","311444.00000"
"2015","Santa Cruz","320469.00000"
"2016","Santa Cruz","329499.00000"
"2017","Santa Cruz","338542.00000"
"2018","Santa Cruz","347593.00000"
"1869","Santa Fe","89117.00000"
"1870","Santa Fe","94925.41271"
"1871","Santa Fe","101068.53418"
"1872","Santa Fe","107563.75759"
"1873","Santa Fe","114429.26632"
"1874","Santa Fe","121684.06082"
"1875","Santa Fe","129347.98611"
"1876","Santa Fe","137441.75950"
"1877","Santa Fe","145986.99883"
"1878","Santa Fe","155006.25098"
"1879","Santa Fe","164523.02067"
"1880","Santa Fe","174561.79951"
"1881","Santa Fe","185148.09524"
"1882","Santa Fe","196308.46102"
"1883","Santa Fe","208070.52485"
"1884","Santa Fe","220463.01885"
"1885","Santa Fe","233515.80839"
"1886","Santa Fe","247259.92103"
"1887","Santa Fe","261727.57501"
"1888","Santa Fe","276952.20721"
"1889","Santa Fe","292968.50048"
"1890","Santa Fe","309812.41010"
"1891","Santa Fe","327521.18920"
"1892","Santa Fe","346133.41290"
"1893","Santa Fe","365689.00107"
"1894","Santa Fe","386229.23921"
"1895","Santa Fe","406236.88724"
"1896","Santa Fe","422349.82248"
"1897","Santa Fe","438535.00515"
"1898","Santa Fe","455259.74381"
"1899","Santa Fe","472538.77180"
"1900","Santa Fe","490387.09109"
"1901","Santa Fe","508036.64442"
"1902","Santa Fe","526228.93470"
"1903","Santa Fe","544977.04148"
"1904","Santa Fe","564294.20540"
"1905","Santa Fe","584193.81977"
"1906","Santa Fe","615306.84668"
"1907","Santa Fe","647963.61419"
"1908","Santa Fe","682234.35361"
"1909","Santa Fe","718192.10585"
"1910","Santa Fe","755912.80479"
"1911","Santa Fe","790589.32366"
"1912","Santa Fe","826711.60168"
"1913","Santa Fe","864332.44711"
"1914","Santa Fe","903506.15072"
"1915","Santa Fe","938531.39512"
"1916","Santa Fe","953616.20390"
"1917","Santa Fe","968909.81543"
"1918","Santa Fe","984413.60061"
"1919","Santa Fe","1000128.84908"
"1920","Santa Fe","1016056.76269"
"1921","Santa Fe","1045566.71688"
"1922","Santa Fe","1075891.00155"
"1923","Santa Fe","1107049.54506"
"1924","Santa Fe","1139062.59261"
"1925","Santa Fe","1171950.69822"
"1926","Santa Fe","1202200.71803"
"1927","Santa Fe","1233175.03099"
"1928","Santa Fe","1264887.69052"
"1929","Santa Fe","1297352.80456"
"1930","Santa Fe","1330584.51813"
"1931","Santa Fe","1352953.56990"
"1932","Santa Fe","1375625.43821"
"1933","Santa Fe","1398600.43661"
"1934","Santa Fe","1421878.62591"
"1935","Santa Fe","1445459.79738"
"1936","Santa Fe","1465045.92677"
"1937","Santa Fe","1484805.04334"
"1938","Santa Fe","1504733.97459"
"1939","Santa Fe","1524829.23383"
"1940","Santa Fe","1545087.00450"
"1941","Santa Fe","1565338.48516"
"1942","Santa Fe","1585739.48068"
"1943","Santa Fe","1606285.04013"
"1944","Santa Fe","1626969.81768"
"1945","Santa Fe","1647788.05489"
"1946","Santa Fe","1681278.55870"
"1947","Santa Fe","1715301.93116"
"1948","Santa Fe","1740011.29424"
"1949","Santa Fe","1764705.68026"
"1950","Santa Fe","1789373.58399"
"1951","Santa Fe","1810772.41486"
"1952","Santa Fe","1830478.82662"
"1953","Santa Fe","1848676.06172"
"1954","Santa Fe","1865542.16660"
"1955","Santa Fe","1881249.77972"
"1956","Santa Fe","1895697.78326"
"1957","Santa Fe","1908790.63207"
"1958","Santa Fe","1920701.12791"
"1959","Santa Fe","1931596.33367"
"1960","Santa Fe","1941637.21415"
"1961","Santa Fe","1968272.12431"
"1962","Santa Fe","1994403.15843"
"1963","Santa Fe","2020097.63948"
"1964","Santa Fe","2045422.75129"
"1965","Santa Fe","2070444.52827"
"1966","Santa Fe","2094568.52515"
"1967","Santa Fe","2117743.10897"
"1968","Santa Fe","2140841.08255"
"1969","Santa Fe","2164723.80796"
"1970","Santa Fe","2190240.68284"
"1971","Santa Fe","2218936.54440"
"1972","Santa Fe","2249388.98322"
"1973","Santa Fe","2280593.13185"
"1974","Santa Fe","2311556.72259"
"1975","Santa Fe","2341301.00409"
"1976","Santa Fe","2369528.74104"
"1977","Santa Fe","2396891.35356"
"1978","Santa Fe","2423838.30771"
"1979","Santa Fe","2450812.82480"
"1980","Santa Fe","2478251.25225"
"1981","Santa Fe","2510500.31529"
"1982","Santa Fe","2543207.30954"
"1983","Santa Fe","2576142.64311"
"1984","Santa Fe","2609079.11723"
"1985","Santa Fe","2641791.48167"
"1986","Santa Fe","2674470.06917"
"1987","Santa Fe","2707250.79080"
"1988","Santa Fe","2739832.69243"
"1989","Santa Fe","2771916.16991"
"1990","Santa Fe","2803347.00000"
"1991","Santa Fe","2832940.00000"
"1992","Santa Fe","2862388.00000"
"1993","Santa Fe","2891428.00000"
"1994","Santa Fe","2919807.00000"
"1995","Santa Fe","2947272.00000"
"1996","Santa Fe","2973840.00000"
"1997","Santa Fe","2999692.00000"
"1998","Santa Fe","3024830.00000"
"1999","Santa Fe","3049253.00000"
"2000","Santa Fe","3072961.00000"
"2001","Santa Fe","3095496.00000"
"2002","Santa Fe","3113381.41559"
"2003","Santa Fe","3131308.69542"
"2004","Santa Fe","3149277.09848"
"2005","Santa Fe","3167285.86355"
"2006","Santa Fe","3185334.20868"
"2007","Santa Fe","3203421.33077"
"2008","Santa Fe","3221546.40506"
"2009","Santa Fe","3239708.58465"
"2010","Santa Fe","3257907.00000"
"2011","Santa Fe","3285408.00000"
"2012","Santa Fe","3313212.00000"
"2013","Santa Fe","3341228.00000"
"2014","Santa Fe","3369365.00000"
"2015","Santa Fe","3397532.00000"
"2016","Santa Fe","3425656.00000"
"2017","Santa Fe","3453674.00000"
"2018","Santa Fe","3481514.00000"
"1869","Santiago del Estero","132898.00000"
"1870","Santiago del Estero","134658.44901"
"1871","Santiago del Estero","136383.02153"
"1872","Santiago del Estero","138071.33786"
"1873","Santiago del Estero","139723.00198"
"1874","Santiago del Estero","141337.60115"
"1875","Santiago del Estero","142914.70582"
"1876","Santiago del Estero","144453.87006"
"1877","Santiago del Estero","145954.63213"
"1878","Santiago del Estero","147416.51547"
"1879","Santiago del Estero","148839.02983"
"1880","Santiago del Estero","150221.67255"
"1881","Santiago del Estero","151563.93009"
"1882","Santiago del Estero","152865.27956"
"1883","Santiago del Estero","154125.19038"
"1884","Santiago del Estero","155343.12599"
"1885","Santiago del Estero","156518.54557"
"1886","Santiago del Estero","157650.90575"
"1887","Santiago del Estero","158739.66236"
"1888","Santiago del Estero","159784.27206"
"1889","Santiago del Estero","160784.19399"
"1890","Santiago del Estero","161738.89131"
"1891","Santiago del Estero","162647.83270"
"1892","Santiago del Estero","163510.49372"
"1893","Santiago del Estero","164326.35813"
"1894","Santiago del Estero","165094.91907"
"1895","Santiago del Estero","165181.39965"
"1896","Santiago del Estero","168731.85633"
"1897","Santiago del Estero","172136.12287"
"1898","Santiago del Estero","175577.95377"
"1899","Santiago del Estero","179056.94251"
"1900","Santiago del Estero","182572.65373"
"1901","Santiago del Estero","185838.08445"
"1902","Santiago del Estero","189128.67853"
"1903","Santiago del Estero","192443.76880"
"1904","Santiago del Estero","195782.65776"
"1905","Santiago del Estero","199144.61622"
"1906","Santiago del Estero","206084.98071"
"1907","Santiago del Estero","213229.94556"
"1908","Santiago del Estero","220584.06906"
"1909","Santiago del Estero","228151.94170"
"1910","Santiago del Estero","235938.18096"
"1911","Santiago del Estero","242449.03084"
"1912","Santiago del Estero","249095.86720"
"1913","Santiago del Estero","255879.96881"
"1914","Santiago del Estero","262802.54603"
"1915","Santiago del Estero","272721.07311"
"1916","Santiago del Estero","276831.14654"
"1917","Santiago del Estero","280993.40186"
"1918","Santiago del Estero","285208.06959"
"1919","Santiago del Estero","289475.35551"
"1920","Santiago del Estero","293795.43886"
"1921","Santiago del Estero","302030.12728"
"1922","Santiago del Estero","310483.28739"
"1923","Santiago del Estero","319159.99373"
"1924","Santiago del Estero","328065.39078"
"1925","Santiago del Estero","337204.69023"
"1926","Santiago del Estero","345567.33585"
"1927","Santiago del Estero","354121.14656"
"1928","Santiago del Estero","362869.56362"
"1929","Santiago del Estero","371816.02919"
"1930","Santiago del Estero","380963.98128"
"1931","Santiago del Estero","386986.46966"
"1932","Santiago del Estero","393083.23673"
"1933","Santiago del Estero","399254.13427"
"1934","Santiago del Estero","405498.94210"
"1935","Santiago del Estero","411817.36368"
"1936","Santiago del Estero","416985.84580"
"1937","Santiago del Estero","422192.91935"
"1938","Santiago del Estero","427437.55350"
"1939","Santiago del Estero","432718.63205"
"1940","Santiago del Estero","438034.94944"
"1941","Santiago del Estero","443338.57727"
"1942","Santiago del Estero","448673.62103"
"1943","Santiago del Estero","454038.57241"
"1944","Santiago del Estero","459431.81734"
"1945","Santiago del Estero","464851.63153"
"1946","Santiago del Estero","473831.70956"
"1947","Santiago del Estero","482943.65028"
"1948","Santiago del Estero","485857.91413"
"1949","Santiago del Estero","488687.04709"
"1950","Santiago del Estero","491429.13017"
"1951","Santiago del Estero","493202.27909"
"1952","Santiago del Estero","494455.53742"
"1953","Santiago del Estero","495250.22685"
"1954","Santiago del Estero","495644.47062"
"1955","Santiago del Estero","495693.23075"
"1956","Santiago del Estero","495378.27737"
"1957","Santiago del Estero","494683.56457"
"1958","Santiago del Estero","493662.69336"
"1959","Santiago del Estero","492366.18619"
"1960","Santiago del Estero","490841.48884"
"1961","Santiago del Estero","493317.61353"
"1962","Santiago del Estero","495590.22972"
"1963","Santiago del Estero","497680.29573"
"1964","Santiago del Estero","499608.09917"
"1965","Santiago del Estero","501393.02685"
"1966","Santiago del Estero","502895.28767"
"1967","Santiago del Estero","504109.14128"
"1968","Santiago del Estero","505247.33143"
"1969","Santiago del Estero","506512.76444"
"1970","Santiago del Estero","508098.65449"
"1971","Santiago del Estero","516785.13349"
"1972","Santiago del Estero","525942.92621"
"1973","Santiago del Estero","535341.35309"
"1974","Santiago del Estero","544749.02393"
"1975","Santiago del Estero","553934.07685"
"1976","Santiago del Estero","562822.87191"
"1977","Santiago del Estero","571566.84875"
"1978","Santiago del Estero","580271.51691"
"1979","Santiago del Estero","589042.56454"
"1980","Santiago del Estero","597985.69363"
"1981","Santiago del Estero","605501.31414"
"1982","Santiago del Estero","613120.62120"
"1983","Santiago del Estero","620788.14779"
"1984","Santiago del Estero","628449.10058"
"1985","Santiago del Estero","636049.25152"
"1986","Santiago del Estero","643634.48142"
"1987","Santiago del Estero","651237.49929"
"1988","Santiago del Estero","658785.91361"
"1989","Santiago del Estero","666207.78439"
"1990","Santiago del Estero","673204.00000"
"1991","Santiago del Estero","686278.00000"
"1992","Santiago del Estero","699331.00000"
"1993","Santiago del Estero","712296.00000"
"1994","Santiago del Estero","725107.00000"
"1995","Santiago del Estero","737695.00000"
"1996","Santiago del Estero","750056.00000"
"1997","Santiago del Estero","762235.00000"
"1998","Santiago del Estero","774226.00000"
"1999","Santiago del Estero","786029.00000"
"2000","Santiago del Estero","797639.00000"
"2001","Santiago del Estero","808934.00000"
"2002","Santiago del Estero","816525.00802"
"2003","Santiago del Estero","824171.06919"
"2004","Santiago del Estero","831872.32450"
"2005","Santiago del Estero","839628.90856"
"2006","Santiago del Estero","847440.94947"
"2007","Santiago del Estero","855308.56852"
"2008","Santiago del Estero","863231.87992"
"2009","Santiago del Estero","871210.99063"
"2010","Santiago del Estero","879246.00000"
"2011","Santiago del Estero","888809.00000"
"2012","Santiago del Estero","898484.00000"
"2013","Santiago del Estero","908268.00000"
"2014","Santiago del Estero","918147.00000"
"2015","Santiago del Estero","928097.00000"
"2016","Santiago del Estero","938109.00000"
"2017","Santiago del Estero","948172.00000"
"2018","Santiago del Estero","958251.00000"
"1869","Tierra del Fuego","4000.00000"
"1870","Tierra del Fuego","3706.79177"
"1871","Tierra del Fuego","3433.58597"
